OPERADORA_PAIS,Date,Population
UY,2018-11,3427042
UY,2018-12,3427042
UY,2019-01,3428409
UY,2019-02,3428409
UY,2019-03,3428409
UY,2019-04,3428409
UY,2019-05,3428409
UY,2019-06,3428409
UY,2019-07,3428409
UY,2019-08,3428409
UY,2019-09,3428409
UY,2019-10,3428409
UY,2019-11,3428409
UY,2019-12,3428409
UY,2020-01,3429087
UY,2020-02,3429087
UY,2020-03,3429087
UY,2020-04,3429087
UY,2020-05,3429087
UY,2020-06,3429087
UY,2020-07,3429087
UY,2020-08,3429087
UY,2020-09,3429087
UY,2020-10,3429087
UY,2020-11,3429087
UY,2020-12,3429087
UY,2021-01,3426260
UY,2021-02,3426260
UY,2021-03,3426260
UY,2021-04,3426260
UY,2021-05,3426260
UY,2021-06,3426260
UY,2021-07,3426260
UY,2021-08,3426260
UY,2021-09,3426260
UY,2021-10,3426260
UY,2021-11,3426260
UY,2021-12,3426260
UY,2022-01,3422794
UY,2022-02,3422794
UY,2022-03,3422794
UY,2022-04,3422794
UY,2022-05,3422794
UY,2022-06,3422794
UY,2022-07,3422794
UY,2022-08,3422794
UY,2022-09,3422794
UY,2022-10,3422794
UY,2022-11,3422794
UY,2022-12,3422794
UY,2023-01,3423109
UY,2023-02,3423109
UY,2023-03,3423109
UY,2023-04,3423109
UY,2023-05,3423109
UY,2023-06,3423109
UY,2023-07,3423109
UY,2023-08,3423109
UY,2023-09,3423109
UY,2023-10,3423109
UY,2023-11,3423109
UY,2023-12,3423109
