OPERADORA_PAIS,Date,GDP_N,GDP_R,GDP_N_ChangeRate,GDP_R_ChangeRate
GT,2019-04,48337.5069,42559.48539,7.15E-05,-0.006784951
GT,2019-05,48337.5069,42559.48539,7.15E-05,-0.006784951
GT,2019-06,48337.5069,42559.48539,7.15E-05,-0.006784951
GT,2019-07,49231.63844,42322.51868,0.018497676,-0.005567894
GT,2019-08,49231.63844,42322.51868,0.018497676,-0.005567894
GT,2019-09,49231.63844,42322.51868,0.018497676,-0.005567894
GT,2019-10,52087.47799,44051.20154,0.058008217,0.040845463
GT,2019-11,52087.47799,44051.20154,0.058008217,0.040845463
GT,2019-12,52087.47799,44051.20154,0.058008217,0.040845463
GT,2020-01,50553.45783,43175.78957,-0.029450844,-0.019872601
GT,2020-02,50553.45783,43175.78957,-0.029450844,-0.019872601
GT,2020-03,50553.45783,43175.78957,-0.029450844,-0.019872601
GT,2020-04,45548.82967,38722.69565,-0.098996753,-0.103138679
GT,2020-05,45548.82967,38722.69565,-0.098996753,-0.103138679
GT,2020-06,45548.82967,38722.69565,-0.098996753,-0.103138679
GT,2020-07,50024.74868,41734.49328,0.098266389,0.077778615
GT,2020-08,50024.74868,41734.49328,0.098266389,0.077778615
GT,2020-09,50024.74868,41734.49328,0.098266389,0.077778615
GT,2020-10,53902.77826,45072.33463,0.07752222,0.079978001
GT,2020-11,53902.77826,45072.33463,0.07752222,0.079978001
GT,2020-12,53902.77826,45072.33463,0.07752222,0.079978001
GT,2021-01,54111.108,45108.46068,0.003864917,0.000801513
GT,2021-02,54111.108,45108.46068,0.003864917,0.000801513
GT,2021-03,54111.108,45108.46068,0.003864917,0.000801513
GT,2021-04,53731.34336,44685.12994,-0.007018238,-0.00938473
GT,2021-05,53731.34336,44685.12994,-0.007018238,-0.00938473
GT,2021-06,53731.34336,44685.12994,-0.007018238,-0.00938473
GT,2021-07,55405.59971,45148.3038,0.031159771,0.01036528
GT,2021-08,55405.59971,45148.3038,0.031159771,0.01036528
GT,2021-09,55405.59971,45148.3038,0.031159771,0.01036528
GT,2021-10,58607.92772,47263.90626,0.057797913,0.046858958
GT,2021-11,58607.92772,47263.90626,0.057797913,0.046858958
GT,2021-12,58607.92772,47263.90626,0.057797913,0.046858958
GT,2022-01,59491.95046,47257.95178,0.015083672,-0.000125984
GT,2022-02,59491.95046,47257.95178,0.015083672,-0.000125984
GT,2022-03,59491.95046,47257.95178,0.015083672,-0.000125984
GT,2022-04,59409.63332,46676.58093,-0.001383669,-0.012302075
GT,2022-05,59409.63332,46676.58093,-0.001383669,-0.012302075
GT,2022-06,59409.63332,46676.58093,-0.001383669,-0.012302075
GT,2022-07,61462.64014,46855.08546,0.0345568,0.003824285
GT,2022-08,61462.64014,46855.08546,0.0345568,0.003824285
GT,2022-09,61462.64014,46855.08546,0.0345568,0.003824285
GT,2022-10,65005.43597,48919.41685,0.057641452,0.044057787
GT,2022-11,65005.43597,48919.41685,0.057641452,0.044057787
GT,2022-12,65005.43597,48919.41685,0.057641452,0.044057787
GT,2023-01,66455.00671,49076.5976,0.022299223,0.003213054
GT,2023-02,66455.00671,49076.5976,0.022299223,0.003213054
GT,2023-03,66455.00671,49076.5976,0.022299223,0.003213054
GT,2023-04,66166.66652,48502.72835,-0.004338878,-0.011693338
GT,2023-05,66166.66652,48502.72835,-0.004338878,-0.011693338
GT,2023-06,66166.66652,48502.72835,-0.004338878,-0.011693338
GT,2023-07,66954.39229,48605.39808,0.011905175,0.002116782
GT,2023-08,66954.39229,48605.39808,0.011905175,0.002116782
GT,2023-09,66954.39229,48605.39808,0.011905175,0.002116782
GT,2023-10,66954.39229,48605.39808,0.011905175,0.002116782
GT,2023-11,66954.39229,48605.39808,0.011905175,0.002116782
GT,2023-12,66954.39229,48605.39808,0.011905175,0.002116782
MX,2018-01,1930726.833,1962617.6,27.83644773,39.37859327
MX,2018-02,1930726.833,1962617.6,27.83644773,39.37859327
MX,2018-03,1930726.833,1962617.6,27.83644773,39.37859327
MX,2018-04,2010520.733,2031817.3,0.041328425,0.035258881
MX,2018-05,2010520.733,2031817.3,0.041328425,0.035258881
MX,2018-06,2010520.733,2031817.3,0.041328425,0.035258881
MX,2018-07,2021966.2,2011569.567,0.005692787,-0.009965332
MX,2018-08,2021966.2,2011569.567,0.005692787,-0.009965332
MX,2018-09,2021966.2,2011569.567,0.005692787,-0.009965332
MX,2018-10,2095676.333,2052885.633,0.036454681,0.020539218
MX,2018-11,2095676.333,2052885.633,0.036454681,0.020539218
MX,2018-12,2095676.333,2052885.633,0.036454681,0.020539218
MX,2019-01,2046130.5,1984538.033,-0.02364193,-0.033293428
MX,2019-02,2046130.5,1984538.033,-0.02364193,-0.033293428
MX,2019-03,2046130.5,1984538.033,-0.02364193,-0.033293428
MX,2019-04,2089586.633,2017711.9,0.021238202,0.016716166
MX,2019-05,2089586.633,2017711.9,0.021238202,0.016716166
MX,2019-06,2089586.633,2017711.9,0.021238202,0.016716166
MX,2019-07,2099807.533,2004514.833,0.00489135,-0.00654061
MX,2019-08,2099807.533,2004514.833,0.00489135,-0.00654061
MX,2019-09,2099807.533,2004514.833,0.00489135,-0.00654061
MX,2019-10,2145511.433,2031870.5,0.021765757,0.013647026
MX,2019-11,2145511.433,2031870.5,0.021765757,0.013647026
MX,2019-12,2145511.433,2031870.5,0.021765757,0.013647026
MX,2020-01,2111237.2,1953662.2,-0.015974855,-0.03849079
MX,2020-02,2111237.2,1953662.2,-0.015974855,-0.03849079
MX,2020-03,2111237.2,1953662.2,-0.015974855,-0.03849079
MX,2020-04,1730437.967,1600093.033,-0.180367812,-0.180977636
MX,2020-05,1730437.967,1600093.033,-0.180367812,-0.180977636
MX,2020-06,1730437.967,1600093.033,-0.180367812,-0.180977636
MX,2020-07,2022072.633,1835865.7,0.168532286,0.147349349
MX,2020-08,2022072.633,1835865.7,0.168532286,0.147349349
MX,2020-09,2022072.633,1835865.7,0.168532286,0.147349349
MX,2020-10,2163507.5,1955717.767,0.069945493,0.065283679
MX,2020-11,2163507.5,1955717.767,0.069945493,0.065283679
MX,2020-12,2163507.5,1955717.767,0.069945493,0.065283679
MX,2021-01,2132334.9,1894895.133,-0.014408362,-0.031099903
MX,2021-02,2132334.9,1894895.133,-0.014408362,-0.031099903
MX,2021-03,2132334.9,1894895.133,-0.014408362,-0.031099903
MX,2021-04,2203703.7,1950039.7,0.033469789,0.029101646
MX,2021-05,2203703.7,1950039.7,0.033469789,0.029101646
MX,2021-06,2203703.7,1950039.7,0.033469789,0.029101646
MX,2021-07,2217224.5,1930093.467,0.006135489,-0.010228629
MX,2021-08,2217224.5,1930093.467,0.006135489,-0.010228629
MX,2021-09,2217224.5,1930093.467,0.006135489,-0.010228629
MX,2021-10,2319765.567,1991874.667,0.046247489,0.032009434
MX,2021-11,2319765.567,1991874.667,0.046247489,0.032009434
MX,2021-12,2319765.567,1991874.667,0.046247489,0.032009434
MX,2022-01,2328716.633,1952034.7,0.003858608,-0.020001242
MX,2022-02,2328716.633,1952034.7,0.003858608,-0.020001242
MX,2022-03,2328716.633,1952034.7,0.003858608,-0.020001242
MX,2022-04,2442427.367,2014200.9,0.048829785,0.031846872
MX,2022-05,2442427.367,2014200.9,0.048829785,0.031846872
MX,2022-06,2442427.367,2014200.9,0.048829785,0.031846872
MX,2022-07,2478239.767,2026152.4,0.014662626,0.005933619
MX,2022-08,2478239.767,2026152.4,0.014662626,0.005933619
MX,2022-09,2478239.767,2026152.4,0.014662626,0.005933619
MX,2022-10,2568226.933,2081229.967,0.03631092,0.027183329
MX,2022-11,2568226.933,2081229.967,0.03631092,0.027183329
MX,2022-12,2568226.933,2081229.967,0.03631092,0.027183329
MX,2023-01,2521139.8,2020976.733,-0.018334491,-0.028950781
MX,2023-02,2521139.8,2020976.733,-0.018334491,-0.028950781
MX,2023-03,2521139.8,2020976.733,-0.018334491,-0.028950781
MX,2023-04,2617253.867,2083108.267,0.038123259,0.030743319
MX,2023-05,2617253.867,2083108.267,0.038123259,0.030743319
MX,2023-06,2617253.867,2083108.267,0.038123259,0.030743319
MX,2023-07,2672179.8,2093185.9,0.020986093,0.004837787
MX,2023-08,2672179.8,2093185.9,0.020986093,0.004837787
MX,2023-09,2672179.8,2093185.9,0.020986093,0.004837787
MX,2023-10,2672179.8,2130555.167,0.020986093,0.017852818
MX,2023-11,2672179.8,2130555.167,0.020986093,0.017852818
MX,2023-12,2672179.8,2130555.167,0.020986093,0.017852818
NI,2018-01,26159.30573,15379.71496,-0.990210499,-0.992781358
NI,2018-02,26159.30573,15379.71496,-0.990210499,-0.992781358
NI,2018-03,26159.30573,15379.71496,-0.990210499,-0.992781358
NI,2018-04,27197.47404,15208.56174,0.039686386,-0.011128504
NI,2018-05,27197.47404,15208.56174,0.039686386,-0.011128504
NI,2018-06,27197.47404,15208.56174,0.039686386,-0.011128504
NI,2018-07,28235.64236,15037.40852,0.038171498,-0.011253741
NI,2018-08,28235.64236,15037.40852,0.038171498,-0.011253741
NI,2018-09,28235.64236,15037.40852,0.038171498,-0.011253741
NI,2018-10,29273.81067,14866.2553,0.036768008,-0.01138183
NI,2018-11,29273.81067,14866.2553,0.036768008,-0.01138183
NI,2018-12,29273.81067,14866.2553,0.036768008,-0.01138183
NI,2019-01,30311.97899,14695.10208,0.035464065,-0.011512867
NI,2019-02,30311.97899,14695.10208,0.035464065,-0.011512867
NI,2019-03,30311.97899,14695.10208,0.035464065,-0.011512867
NI,2019-04,31350.14731,14523.94886,0.03424944,-0.011646957
NI,2019-05,31350.14731,14523.94886,0.03424944,-0.011646957
NI,2019-06,31350.14731,14523.94886,0.03424944,-0.011646957
NI,2019-07,32388.31562,14352.79564,0.033115261,-0.011784207
NI,2019-08,32388.31562,14352.79564,0.033115261,-0.011784207
NI,2019-09,32388.31562,14352.79564,0.033115261,-0.011784207
NI,2019-10,33426.48394,14181.64242,0.032053791,-0.011924731
NI,2019-11,33426.48394,14181.64242,0.032053791,-0.011924731
NI,2019-12,33426.48394,14181.64242,0.032053791,-0.011924731
NI,2020-01,36367.88045,14495.66313,0.087995989,0.02214276
NI,2020-02,36367.88045,14495.66313,0.087995989,0.02214276
NI,2020-03,36367.88045,14495.66313,0.087995989,0.02214276
NI,2020-04,32893.6833,12868.98812,-0.095529272,-0.112218047
NI,2020-05,32893.6833,12868.98812,-0.095529272,-0.112218047
NI,2020-06,32893.6833,12868.98812,-0.095529272,-0.112218047
NI,2020-07,36049.57883,14153.35669,0.095942297,0.099803385
NI,2020-08,36049.57883,14153.35669,0.095942297,0.099803385
NI,2020-09,36049.57883,14153.35669,0.095942297,0.099803385
NI,2020-10,38776.47633,15141.09502,0.075642978,0.069788274
NI,2020-11,38776.47633,15141.09502,0.075642978,0.069788274
NI,2020-12,38776.47633,15141.09502,0.075642978,0.069788274
NI,2021-01,39101.16775,15052.41709,0.008373412,-0.005856771
NI,2021-02,39101.16775,15052.41709,0.008373412,-0.005856771
NI,2021-03,39101.16775,15052.41709,0.008373412,-0.005856771
NI,2021-04,39976.95024,15681.35,0.02239786,0.041782852
NI,2021-05,39976.95024,15681.35,0.02239786,0.041782852
NI,2021-06,39976.95024,15681.35,0.02239786,0.041782852
NI,2021-07,40858.21558,16130.8802,0.022044336,0.02866655
NI,2021-08,40858.21558,16130.8802,0.022044336,0.02866655
NI,2021-09,40858.21558,16130.8802,0.022044336,0.02866655
NI,2021-10,45565.19426,16580.4104,0.115202747,0.02786768
NI,2021-11,45565.19426,16580.4104,0.115202747,0.02786768
NI,2021-12,45565.19426,16580.4104,0.115202747,0.02786768
NI,2022-01,44134.1977,17029.9406,-0.031405475,0.027112127
NI,2022-02,44134.1977,17029.9406,-0.031405475,0.027112127
NI,2022-03,44134.1977,17029.9406,-0.031405475,0.027112127
NI,2022-04,45772.27152,17479.47081,0.037115749,0.026396463
NI,2022-05,45772.27152,17479.47081,0.037115749,0.026396463
NI,2022-06,45772.27152,17479.47081,0.037115749,0.026396463
NI,2022-07,46652.26497,17929.00101,0.01922547,0.025717609
NI,2022-08,46652.26497,17929.00101,0.01922547,0.025717609
NI,2022-09,46652.26497,17929.00101,0.01922547,0.025717609
NI,2022-10,50844.07531,18378.53121,0.089852236,0.025072797
NI,2022-11,50844.07531,18378.53121,0.089852236,0.025072797
NI,2022-12,50844.07531,18378.53121,0.089852236,0.025072797
NI,2023-01,50016.07371,18828.06141,-0.016285115,0.024459528
NI,2023-02,50016.07371,18828.06141,-0.016285115,0.024459528
NI,2023-03,50016.07371,18828.06141,-0.016285115,0.024459528
NI,2023-04,52534.61341,19277.59161,0.050354606,0.023875544
NI,2023-05,52534.61341,19277.59161,0.050354606,0.023875544
NI,2023-06,52534.61341,19277.59161,0.050354606,0.023875544
NI,2023-07,54216.51778,19727.12181,0.032015166,0.023318795
NI,2023-08,54216.51778,19727.12181,0.032015166,0.023318795
NI,2023-09,54216.51778,19727.12181,0.032015166,0.023318795
NI,2023-10,55898.42215,20176.65201,0.031021992,0.02278742
NI,2023-11,55898.42215,20176.65201,0.031021992,0.02278742
NI,2023-12,55898.42215,20176.65201,0.031021992,0.02278742
SV,2018-01,2053.0399,1994.800332,-0.963271953,-0.901133234
SV,2018-02,2053.0399,1994.800332,-0.963271953,-0.901133234
SV,2018-03,2053.0399,1994.800332,-0.963271953,-0.901133234
SV,2018-04,2176.40602,2089.079034,0.06008949,0.047262225
SV,2018-05,2176.40602,2089.079034,0.06008949,0.047262225
SV,2018-06,2176.40602,2089.079034,0.06008949,0.047262225
SV,2018-07,2160.136851,2064.515309,-0.007475245,-0.01175816
SV,2018-08,2160.136851,2064.515309,-0.007475245,-0.01175816
SV,2018-09,2160.136851,2064.515309,-0.007475245,-0.01175816
SV,2018-10,2284.03514,2132.435805,0.057356685,0.032899003
SV,2018-11,2284.03514,2132.435805,0.057356685,0.032899003
SV,2018-12,2284.03514,2132.435805,0.057356685,0.032899003
SV,2019-01,2133.704874,2053.263499,-0.065817843,-0.037127638
SV,2019-02,2133.704874,2053.263499,-0.065817843,-0.037127638
SV,2019-03,2133.704874,2053.263499,-0.065817843,-0.037127638
SV,2019-04,2237.757936,2122.525634,0.04876638,0.033732706
SV,2019-05,2237.757936,2122.525634,0.04876638,0.033732706
SV,2019-06,2237.757936,2122.525634,0.04876638,0.033732706
SV,2019-07,2230.617188,2117.689156,-0.003191028,-0.002278643
SV,2019-08,2230.617188,2117.689156,-0.003191028,-0.002278643
SV,2019-09,2230.617188,2117.689156,-0.003191028,-0.002278643
SV,2019-10,2358.298923,2188.997145,0.057240541,0.033672548
SV,2019-11,2358.298923,2188.997145,0.057240541,0.033672548
SV,2019-12,2358.298923,2188.997145,0.057240541,0.033672548
SV,2020-01,2154.02769,2043.041372,-0.086618041,-0.066677004
SV,2020-02,2154.02769,2043.041372,-0.086618041,-0.066677004
SV,2020-03,2154.02769,2043.041372,-0.086618041,-0.066677004
SV,2020-04,1792.661672,1697.930339,-0.16776294,-0.168920237
SV,2020-05,1792.661672,1697.930339,-0.16776294,-0.168920237
SV,2020-06,1792.661672,1697.930339,-0.16776294,-0.168920237
SV,2020-07,2039.527829,1936.609954,0.137709285,0.140570911
SV,2020-08,2039.527829,1936.609954,0.137709285,0.140570911
SV,2020-09,2039.527829,1936.609954,0.137709285,0.140570911
SV,2020-10,2320.84693,2135.247234,0.137933446,0.102569586
SV,2020-11,2320.84693,2135.247234,0.137933446,0.102569586
SV,2020-12,2320.84693,2135.247234,0.137933446,0.102569586
SV,2021-01,2245.570804,2105.24867,-0.032434766,-0.014049223
SV,2021-02,2245.570804,2105.24867,-0.032434766,-0.014049223
SV,2021-03,2245.570804,2105.24867,-0.032434766,-0.014049223
SV,2021-04,2401.026257,2185.223499,0.069227589,0.037988305
SV,2021-05,2401.026257,2185.223499,0.069227589,0.037988305
SV,2021-06,2401.026257,2185.223499,0.069227589,0.037988305
SV,2021-07,2412.307699,2182.696317,0.004698592,-0.001156487
SV,2021-08,2412.307699,2182.696317,0.004698592,-0.001156487
SV,2021-09,2412.307699,2182.696317,0.004698592,-0.001156487
SV,2021-10,2622.143352,2270.039346,0.086985443,0.040016116
SV,2021-11,2622.143352,2270.039346,0.086985443,0.040016116
SV,2021-12,2622.143352,2270.039346,0.086985443,0.040016116
SV,2022-01,2521.816152,2207.692058,-0.038261524,-0.02746529
SV,2022-02,2521.816152,2207.692058,-0.038261524,-0.02746529
SV,2022-03,2521.816152,2207.692058,-0.038261524,-0.02746529
SV,2022-04,2659.933816,2241.002171,0.054769125,0.015088206
SV,2022-05,2659.933816,2241.002171,0.054769125,0.015088206
SV,2022-06,2659.933816,2241.002171,0.054769125,0.015088206
SV,2022-07,2659.057721,2233.181331,-0.000329367,-0.003489885
SV,2022-08,2659.057721,2233.181331,-0.000329367,-0.003489885
SV,2022-09,2659.057721,2233.181331,-0.000329367,-0.003489885
SV,2022-10,2822.164968,2306.071064,0.061340243,0.032639416
SV,2022-11,2822.164968,2306.071064,0.061340243,0.032639416
SV,2022-12,2822.164968,2306.071064,0.061340243,0.032639416
SV,2023-01,2676.418556,2244.26484,-0.051643477,-0.026801526
SV,2023-02,2676.418556,2244.26484,-0.051643477,-0.026801526
SV,2023-03,2676.418556,2244.26484,-0.051643477,-0.026801526
SV,2023-04,2849.129124,2344.783182,0.064530478,0.044788984
SV,2023-05,2849.129124,2344.783182,0.064530478,0.044788984
SV,2023-06,2849.129124,2344.783182,0.064530478,0.044788984
SV,2023-07,2821.309489,2307.636022,-0.009764259,-0.015842472
SV,2023-08,2821.309489,2307.636022,-0.009764259,-0.015842472
SV,2023-09,2821.309489,2307.636022,-0.009764259,-0.015842472
SV,2023-10,2991.681237,2406.65592,0.060387472,0.042909669
SV,2023-11,2991.681237,2406.65592,0.060387472,0.042909669
SV,2023-12,2991.681237,2406.65592,0.060387472,0.042909669
UK,2018-01,174624.6667,179988.3333,57.37007783,73.78773007
UK,2018-02,174624.6667,179988.3333,57.37007783,73.78773007
UK,2018-03,174624.6667,179988.3333,57.37007783,73.78773007
UK,2018-04,175924.6667,181068.6667,0.007444538,0.006002241
UK,2018-05,175924.6667,181068.6667,0.007444538,0.006002241
UK,2018-06,175924.6667,181068.6667,0.007444538,0.006002241
UK,2018-07,180206.3333,183284.3333,0.024338069,0.01223661
UK,2018-08,180206.3333,183284.3333,0.024338069,0.01223661
UK,2018-09,180206.3333,183284.3333,0.024338069,0.01223661
UK,2018-10,186679,188272.3333,0.035918086,0.027214546
UK,2018-11,186679,188272.3333,0.035918086,0.027214546
UK,2018-12,186679,188272.3333,0.035918086,0.027214546
UK,2019-01,181749,183225.6667,-0.026408969,-0.026805142
UK,2019-02,181749,183225.6667,-0.026408969,-0.026805142
UK,2019-03,181749,183225.6667,-0.026408969,-0.026805142
UK,2019-04,183447.3333,184336.3333,0.009344389,0.006061742
UK,2019-05,183447.3333,184336.3333,0.009344389,0.006061742
UK,2019-06,183447.3333,184336.3333,0.009344389,0.006061742
UK,2019-07,185824.3333,185225,0.012957397,0.004820898
UK,2019-08,185824.3333,185225,0.012957397,0.004820898
UK,2019-09,185824.3333,185225,0.012957397,0.004820898
UK,2019-10,193619.6667,191853.3333,0.041950014,0.035785306
UK,2019-11,193619.6667,191853.3333,0.041950014,0.035785306
UK,2019-12,193619.6667,191853.3333,0.041950014,0.035785306
UK,2020-01,185278.3333,182158.3333,-0.043081023,-0.050533394
UK,2020-02,185278.3333,182158.3333,-0.043081023,-0.050533394
UK,2020-03,185278.3333,182158.3333,-0.043081023,-0.050533394
UK,2020-04,156835,142971.6667,-0.153516781,-0.215124205
UK,2020-05,156835,142971.6667,-0.153516781,-0.215124205
UK,2020-06,156835,142971.6667,-0.153516781,-0.215124205
UK,2020-07,174422.6667,166083.6667,0.11214121,0.161654407
UK,2020-08,174422.6667,166083.6667,0.11214121,0.161654407
UK,2020-09,174422.6667,166083.6667,0.11214121,0.161654407
UK,2020-10,184893.3333,176282.6667,0.060030424,0.061408808
UK,2020-11,184893.3333,176282.6667,0.060030424,0.061408808
UK,2020-12,184893.3333,176282.6667,0.060030424,0.061408808
UK,2021-01,178877,169079.6667,-0.032539482,-0.040860512
UK,2021-02,178877,169079.6667,-0.032539482,-0.040860512
UK,2021-03,178877,169079.6667,-0.032539482,-0.040860512
UK,2021-04,188295.3333,181379,0.052652568,0.072742829
UK,2021-05,188295.3333,181379,0.052652568,0.072742829
UK,2021-06,188295.3333,181379,0.052652568,0.072742829
UK,2021-07,191391,182701,0.016440485,0.007288606
UK,2021-08,191391,182701,0.016440485,0.007288606
UK,2021-09,191391,182701,0.016440485,0.007288606
UK,2021-10,202796.3333,192241.3333,0.059591796,0.052218287
UK,2021-11,202796.3333,192241.3333,0.059591796,0.052218287
UK,2021-12,202796.3333,192241.3333,0.059591796,0.052218287
UK,2022-01,204824,188036,0.009998537,-0.021875282
UK,2022-02,204824,188036,0.009998537,-0.021875282
UK,2022-03,204824,188036,0.009998537,-0.021875282
UK,2022-04,204334,184934.6667,-0.002392298,-0.016493296
UK,2022-05,204334,184934.6667,-0.002392298,-0.016493296
UK,2022-06,204334,184934.6667,-0.002392298,-0.016493296
UK,2022-07,209654,188688.6667,0.026035804,0.020299061
UK,2022-08,209654,188688.6667,0.026035804,0.020299061
UK,2022-09,209654,188688.6667,0.026035804,0.020299061
UK,2022-10,216515,195262,0.032725347,0.034836927
UK,2022-11,216515,195262,0.032725347,0.034836927
UK,2022-12,216515,195262,0.032725347,0.034836927
UK,2023-01,220418,189468.3333,0.018026465,-0.029671245
UK,2023-02,220418,189468.3333,0.018026465,-0.029671245
UK,2023-03,220418,189468.3333,0.018026465,-0.029671245
UK,2023-04,222159.3333,187293.3333,0.007900141,-0.011479491
UK,2023-05,222159.3333,187293.3333,0.007900141,-0.011479491
UK,2023-06,222159.3333,187293.3333,0.007900141,-0.011479491
UK,2023-07,225299.3333,188927.3333,0.014134,0.008724283
UK,2023-08,225299.3333,188927.3333,0.014134,0.008724283
UK,2023-09,225299.3333,188927.3333,0.014134,0.008724283
UK,2023-10,225299.3333,188927.3333,0.014134,0.008724283
UK,2023-11,225299.3333,188927.3333,0.014134,0.008724283
UK,2023-12,225299.3333,188927.3333,0.014134,0.008724283
US,2018-01,1654136,1630272.333,6.341948045,7.629097254
US,2018-02,1654136,1630272.333,6.341948045,7.629097254
US,2018-03,1654136,1630272.333,6.341948045,7.629097254
US,2018-04,1720513.667,1679994.333,0.040128301,0.030499199
US,2018-05,1720513.667,1679994.333,0.040128301,0.030499199
US,2018-06,1720513.667,1679994.333,0.040128301,0.030499199
US,2018-07,1740542.333,1697510.667,0.011641097,0.010426424
US,2018-08,1740542.333,1697510.667,0.011641097,0.010426424
US,2018-09,1740542.333,1697510.667,0.011641097,0.010426424
US,2018-10,1770313.333,1723521,0.017104439,0.015322633
US,2018-11,1770313.333,1723521,0.017104439,0.015322633
US,2018-12,1770313.333,1723521,0.017104439,0.015322633
US,2019-01,1713350.333,1656308.667,-0.03217679,-0.038997107
US,2019-02,1713350.333,1656308.667,-0.03217679,-0.038997107
US,2019-03,1713350.333,1656308.667,-0.03217679,-0.038997107
US,2019-04,1792063,1719121.667,0.045940789,0.037923487
US,2019-05,1792063,1719121.667,0.045940789,0.037923487
US,2019-06,1792063,1719121.667,0.045940789,0.037923487
US,2019-07,1813673,1741298.333,0.012058728,0.012899998
US,2019-08,1813673,1741298.333,0.012058728,0.012899998
US,2019-09,1813673,1741298.333,0.012058728,0.012899998
US,2019-10,1854712.333,1780633.667,0.022627747,0.022589658
US,2019-11,1854712.333,1780633.667,0.022627747,0.022589658
US,2019-12,1854712.333,1780633.667,0.022627747,0.022589658
US,2020-01,1764239.333,1681587.667,-0.048780071,-0.055624018
US,2020-02,1764239.333,1681587.667,-0.048780071,-0.055624018
US,2020-03,1764239.333,1681587.667,-0.048780071,-0.055624018
US,2020-04,1669977,1591095.333,-0.053429448,-0.053813628
US,2020-05,1669977,1591095.333,-0.053429448,-0.053813628
US,2020-06,1669977,1591095.333,-0.053429448,-0.053813628
US,2020-07,1803676,1709706.667,0.080060384,0.074546968
US,2020-08,1803676,1709706.667,0.080060384,0.074546968
US,2020-09,1803676,1709706.667,0.080060384,0.074546968
US,2020-10,1869758.667,1762301.667,0.03663777,0.030762587
US,2020-11,1869758.667,1762301.667,0.03663777,0.030762587
US,2020-12,1869758.667,1762301.667,0.03663777,0.030762587
US,2021-01,1834404.333,1705367.333,-0.018908501,-0.032306803
US,2021-02,1834404.333,1705367.333,-0.018908501,-0.032306803
US,2021-03,1834404.333,1705367.333,-0.018908501,-0.032306803
US,2021-04,1951106.667,1779012,0.063618653,0.043184049
US,2021-05,1951106.667,1779012,0.063618653,0.043184049
US,2021-06,1951106.667,1779012,0.063618653,0.043184049
US,2021-07,1991713,1795404,0.020811949,0.009214103
US,2021-08,1991713,1795404,0.020811949,0.009214103
US,2021-09,1991713,1795404,0.020811949,0.009214103
US,2021-10,2090512.667,1856114,0.049605373,0.033814116
US,2021-11,2090512.667,1856114,0.049605373,0.033814116
US,2021-12,2090512.667,1856114,0.049605373,0.033814116
US,2022-01,2032969.333,1767924.667,-0.027525943,-0.047512886
US,2022-02,2032969.333,1767924.667,-0.027525943,-0.047512886
US,2022-03,2032969.333,1767924.667,-0.027525943,-0.047512886
US,2022-04,2138088.667,1811583,0.051707289,0.02469468
US,2022-05,2138088.667,1811583,0.051707289,0.02469468
US,2022-06,2138088.667,1811583,0.051707289,0.02469468
US,2022-07,2179739.667,1829007.333,0.019480483,0.009618291
US,2022-08,2179739.667,1829007.333,0.019480483,0.009618291
US,2022-09,2179739.667,1829007.333,0.019480483,0.009618291
US,2022-10,2233839.667,1865497.333,0.024819478,0.019950713
US,2022-11,2233839.667,1865497.333,0.024819478,0.019950713
US,2022-12,2233839.667,1865497.333,0.024819478,0.019950713
US,2023-01,2182218.333,1805147.667,-0.023108791,-0.032350444
US,2023-02,2182218.333,1805147.667,-0.023108791,-0.032350444
US,2023-03,2182218.333,1805147.667,-0.023108791,-0.032350444
US,2023-04,2267458.333,1856489.667,0.039061169,0.028441994
US,2023-05,2267458.333,1856489.667,0.039061169,0.028441994
US,2023-06,2267458.333,1856489.667,0.039061169,0.028441994
US,2023-07,2309193.667,1880899,0.018406218,0.013148112
US,2023-08,2309193.667,1880899,0.018406218,0.013148112
US,2023-09,2309193.667,1880899,0.018406218,0.013148112
US,2023-10,2363660.667,1923316.667,0.023587021,0.022551805
US,2023-11,2363660.667,1923316.667,0.023587021,0.022551805
US,2023-12,2363660.667,1923316.667,0.023587021,0.022551805
UY,2018-01,165256.4004,145801.3376,-0.930084549,-0.924192755
UY,2018-02,165256.4004,145801.3376,-0.930084549,-0.924192755
UY,2018-03,165256.4004,145801.3376,-0.930084549,-0.924192755
UY,2018-04,162970.4265,147111.6157,-0.013832892,0.008986736
UY,2018-05,162970.4265,147111.6157,-0.013832892,0.008986736
UY,2018-06,162970.4265,147111.6157,-0.013832892,0.008986736
UY,2018-07,162940.3274,141993.098,-0.000184691,-0.03479343
UY,2018-08,162940.3274,141993.098,-0.000184691,-0.03479343
UY,2018-09,162940.3274,141993.098,-0.000184691,-0.03479343
UY,2018-10,176626.5803,153992.5842,0.083995492,0.084507531
UY,2018-11,176626.5803,153992.5842,0.083995492,0.084507531
UY,2018-12,176626.5803,153992.5842,0.083995492,0.084507531
UY,2019-01,176437.7701,145087.2563,-0.00106898,-0.05782959
UY,2019-02,176437.7701,145087.2563,-0.00106898,-0.05782959
UY,2019-03,176437.7701,145087.2563,-0.00106898,-0.05782959
UY,2019-04,179673.1522,150137.539,0.018337242,0.034808589
UY,2019-05,179673.1522,150137.539,0.018337242,0.034808589
UY,2019-06,179673.1522,150137.539,0.018337242,0.034808589
UY,2019-07,180715.3946,144830.3297,0.005800769,-0.035348983
