"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M03",2818.858,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M02",2819.04,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M01",2820.265,"Break in series",,"Frequency: Monthly | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M12",2801.705,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M11",2800.601,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M10",2801.142,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M09",2801.93,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M08",2801.968,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M07",2801.946,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M06",2802.481,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M05",2802.373,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M04",2801.907,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M03",2801.916,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M02",2801.653,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","Working-age population by sex and age (thousands)","LFS - Continous Household Survey","Sex: Total","Age (Youth, adults): 15+","2018M01",2801.766,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2024M03",267884.19,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2024M02",267711.141,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2024M01",267540.215,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M12",267991.084,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M11",267822.02,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M10",267642.08,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M09",267427.697,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M08",267213.25,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M07",267002.315,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M06",266800.905,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M05",266618.231,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M04",266443.193,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M03",266271.876,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M02",266111.907,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2023M01",265961.72,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M12",264844.326,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M11",264707.834,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M10",264535.169,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M09",264355.644,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M08",264183.768,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M07",264011.531,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M06",263834.55,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M05",263678.636,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M04",263559.397,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M03",263444.159,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M02",263324.071,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2022M01",263202.496,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M12",262135.764,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M11",262028.562,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M10",261907.755,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M09",261765.646,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M08",261611.081,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M07",261469.451,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M06",261338.416,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M05",261210.064,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M04",261102.596,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M03",261003.019,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M02",260918.363,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2021M01",260851.142,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M12",261229.65,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M11",261084.751,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M10",260924.926,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M09",260742.491,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M08",260558.199,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M07",260372.68,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M06",260204.296,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M05",260046.776,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M04",259896.348,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M03",259758.171,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M02",259628.285,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2020M01",259501.528,"Break in series",,"Frequency: Monthly | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M12",260181.233,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M11",260020.033,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M10",259844.865,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M09",259637.672,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M08",259431.968,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M07",259224.845,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M06",259037.217,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M05",258861.239,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M04",258692.861,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M03",258536.749,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M02",258392.052,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2019M01",258239.487,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M12",258888.375,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M11",258707.661,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M10",258514.412,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M09",258289.919,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M08",258065.857,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M07",257842.654,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M06",257642.068,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M05",257453.818,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M04",257271.735,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M03",257097.213,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M02",256933.621,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","Working-age population by sex and age (thousands)","LFS - Current Population Survey","Sex: Total","Age (Youth, adults): 15+","2018M01",256780.161,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
